序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1006,臺中市,2015/07/28,大里,2.7,0.3,414.99,17.9,-,20,-,15.66,4.55,11.11,-,1.895,0.17,1.73,1.77,1.47,26.85,-,72.68,-
1007,臺中市,2015/07/28,大里,-,-,-,-,-,-,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1008,臺中市,2015/07/27,大里,-,-,-,-,-,-,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1009,臺中市,2015/07/27,大里,3.1,0.25,408.59,20.0,-,21,-,11.76,2.58,9.18,-,1.888,0.2,1.69,2.03,1.67,27.52,-,69.59,-
1010,臺中市,2015/07/26,大里,1.6,0.17,400.41,25.1,-,24,-,8.4,2.85,5.55,-,1.708,0.04,1.67,2.37,2.23,28.39,-,64.23,-
1011,臺中市,2015/07/26,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1012,臺中市,2015/07/25,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1013,臺中市,2015/07/25,大里,2.0,0.2,399.96,24.7,-,31,-,9.69,2.12,7.57,-,1.728,0.07,1.66,2.53,2.23,27.64,-,67.34,-
1014,臺中市,2015/07/24,大里,2.5,0.24,410.41,21.0,-,27,-,11.92,3.68,8.24,-,1.786,0.1,1.68,2.35,2.02,28.26,-,62.89,-
1015,臺中市,2015/07/24,大里,-,-,-,-,-,-,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1016,臺中市,2015/07/23,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1017,臺中市,2015/07/23,大里,3.0,0.28,412.31,23.8,-,25,-,12.9,2.99,9.91,-,1.857,0.13,1.72,2.33,2.11,29.31,-,63.9,-
1018,臺中市,2015/07/22,大里,2.8,0.26,408.84,16.1,-,16,-,13.57,3.42,10.14,-,1.824,0.14,1.69,2.2,1.87,28.05,-,69.28,-
1019,臺中市,2015/07/22,大里,-,-,-,-,-,-,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1020,臺中市,2015/07/21,大里,-,-,-,-,-,-,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1021,臺中市,2015/07/21,大里,2.1,0.22,412.44,17.1,-,21,-,11.49,3.81,7.69,-,1.78,0.09,1.69,3.26,3.0,30.52,-,54.28,-
1022,臺中市,2015/07/20,大里,2.3,0.21,401.96,15.3,-,17,-,11.39,3.79,7.6,-,1.75,0.09,1.66,2.57,2.3,28.59,-,68.7,-
1023,臺中市,2015/07/20,大里,-,-,-,-,-,-,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1024,臺中市,2015/07/19,大里,2.5,0.28,407.99,21.8,-,16,-,12.66,2.77,9.89,-,1.788,0.08,1.71,1.59,1.25,28.8,-,76.11,-
1025,臺中市,2015/07/19,大里,-,-,-,-,-,-,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1026,臺中市,2015/07/18,大里,4.0,0.39,418.27,45.0,-,75,-,15.16,1.33,13.84,-,1.916,0.14,1.78,1.93,1.38,31.16,-,67.87,-
1027,臺中市,2015/07/18,大里,-,-,-,-,-,-,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1028,臺中市,2015/07/17,大里,-,-,-,-,-,-,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1029,臺中市,2015/07/17,大里,6.4,0.43,426.38,32.7,-,76,-,20.52,3.32,17.21,-,1.931,0.17,1.76,1.97,1.8,30.0,-,68.27,-
1030,臺中市,2015/07/16,大里,3.7,0.39,421.91,41.9,-,57,-,13.81,0.82,12.97,-,1.935,0.18,1.76,1.94,1.44,29.78,-,66.69,-
1031,臺中市,2015/07/16,大里,-,-,-,-,-,-,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1032,臺中市,2015/07/15,大里,-,-,-,-,-,-,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1033,臺中市,2015/07/15,大里,3.1,0.37,423.72,40.3,-,52,-,14.04,1.57,12.47,-,1.987,0.2,1.78,1.8,1.45,29.35,-,70.26,-
1034,臺中市,2015/07/14,大里,3.6,0.37,425.16,30.3,-,51,-,15.51,2.56,12.94,-,1.9,0.15,1.75,1.78,1.46,29.68,-,68.94,-
1035,臺中市,2015/07/14,大里,-,-,-,-,-,-,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1036,臺中市,2015/07/13,大里,-,-,-,-,-,-,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1037,臺中市,2015/07/13,大里,3.9,0.37,417.96,30.1,-,39,-,13.66,2.54,11.12,-,1.942,0.14,1.8,1.89,1.59,29.88,-,71.51,-
1038,臺中市,2015/07/12,大里,-,-,-,-,-,-,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1039,臺中市,2015/07/12,大里,1.5,0.27,410.07,29.3,-,28,-,8.31,1.68,6.63,-,1.814,0.06,1.76,2.29,2.02,29.57,-,70.62,-
1040,臺中市,2015/07/11,大里,1.7,0.21,408.96,31.0,-,33,-,9.18,2.36,6.82,-,1.731,0.06,1.67,3.19,2.93,28.88,-,73.02,-
1041,臺中市,2015/07/11,大里,-,-,-,-,-,-,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1042,臺中市,2015/07/10,大里,-,-,-,-,-,-,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1043,臺中市,2015/07/10,大里,1.3,0.2,409.32,18.7,-,17,-,10.96,2.75,8.21,-,1.71,0.08,1.63,3.44,1.04,27.92,-,75.72,-
1044,臺中市,2015/07/09,大里,-,-,-,-,-,-,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1045,臺中市,2015/07/09,大里,2.6,0.31,418.7,27.8,-,33,-,14.18,2.32,11.86,-,1.838,0.15,1.69,2.1,1.32,29.71,-,69.83,-
1046,臺中市,2015/07/08,大里,3.1,0.42,422.47,27.6,-,33,-,15.17,2.46,12.72,-,1.938,0.19,1.75,1.49,1.24,28.51,-,79.34,-
1047,臺中市,2015/07/08,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1048,臺中市,2015/07/07,大里,1.5,0.34,419.61,32.7,-,54,-,14.1,2.53,11.57,-,1.888,0.17,1.72,1.9,1.36,29.27,-,76.43,-
1049,臺中市,2015/07/07,大里,-,-,-,-,-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1050,臺中市,2015/07/06,大里,4.0,0.34,412.41,33.2,-,60,-,16.45,2.98,13.46,-,1.84,0.14,1.7,1.96,1.71,31.25,-,75.9,-
1051,臺中市,2015/07/06,大里,-,-,-,-,-,-,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1052,臺中市,2015/07/05,大里,2.0,0.25,412.32,35.9,-,37,-,10.28,1.49,8.78,-,-,-,-,1.98,-,32.76,-,71.93,-
1053,臺中市,2015/07/05,大里,-,-,-,-,-,-,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1054,臺中市,2015/07/04,大里,1.4,0.31,420.49,30.8,-,34,-,13.42,2.48,10.94,-,-,-,-,2.31,-,32.43,-,69.89,-
1055,臺中市,2015/07/04,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1056,臺中市,2015/07/03,大里,2.8,0.3,416.75,27.0,-,39,-,13.5,2.7,10.8,-,-,-,-,2.13,-,32.79,-,66.98,-
1057,臺中市,2015/07/03,大里,-,-,-,-,-,-,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1058,臺中市,2015/07/02,大里,-,-,-,-,-,-,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1059,臺中市,2015/07/02,大里,2.6,0.27,408.27,27.6,-,46,-,10.05,1.62,8.43,-,-,-,-,2.62,-,33.49,-,64.41,-
1060,臺中市,2015/07/01,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1061,臺中市,2015/07/01,大里,2.5,0.27,408.43,25.1,-,46,-,11.36,2.84,8.52,-,-,-,-,2.87,-,33.03,-,65.63,-
1062,臺中市,2015/06/30,大里,-,-,-,-,-,-,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1063,臺中市,2015/06/30,大里,3.0,0.3,409.88,20.5,-,40,-,12.26,3.08,9.18,-,-,-,-,2.69,-,33.15,-,63.65,-
1064,臺中市,2015/06/29,大里,-,-,-,-,-,-,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1065,臺中市,2015/06/29,大里,3.2,0.28,407.72,17.8,-,36,-,12.96,2.92,10.04,-,-,-,-,2.39,-,32.41,-,70.26,-
1066,臺中市,2015/06/28,大里,2.4,0.23,409.0,22.8,-,51,-,8.63,1.44,7.18,-,-,-,-,2.76,-,33.33,-,66.92,-
1067,臺中市,2015/06/28,大里,-,-,-,-,-,-,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1068,臺中市,2015/06/27,大里,-,-,-,-,-,-,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1069,臺中市,2015/06/27,大里,2.4,0.24,412.76,21.2,-,55,-,10.78,3.17,7.62,-,-,-,-,2.96,-,33.67,-,64.59,-
1070,臺中市,2015/06/26,大里,-,-,-,-,-,-,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1071,臺中市,2015/06/26,大里,3.1,0.25,413.45,23.2,-,63,-,11.37,2.75,8.62,-,-,-,-,2.72,-,33.31,-,65.1,-
1072,臺中市,2015/06/25,大里,-,-,-,-,-,-,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1073,臺中市,2015/06/25,大里,2.0,0.25,411.66,21.9,-,37,-,11.07,2.74,8.32,-,-,-,-,2.45,-,32.45,-,66.56,-
1074,臺中市,2015/06/24,大里,2.4,0.3,415.05,21.0,-,37,-,12.41,2.77,9.64,-,-,-,-,2.11,-,31.52,-,70.27,-
1075,臺中市,2015/06/24,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1076,臺中市,2015/06/23,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,臺中市,2015/06/23,大里,2.9,0.41,418.54,18.9,-,24,-,16.86,2.56,14.31,-,-,-,-,1.7,-,30.24,-,78.49,-
1078,臺中市,2015/06/22,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1079,臺中市,2015/06/22,大里,4.2,0.39,421.94,24.7,-,31,-,17.09,2.42,14.67,-,-,-,-,1.7,-,30.48,-,74.44,-
1080,臺中市,2015/06/21,大里,2.9,0.3,423.77,28.0,-,43,-,13.19,2.37,10.83,-,-,-,-,1.92,-,31.76,-,65.05,-
1081,臺中市,2015/06/21,大里,-,-,-,-,-,-,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1082,臺中市,2015/06/20,大里,-,-,-,-,-,-,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1083,臺中市,2015/06/20,大里,2.8,0.3,421.86,26.7,-,37,-,13.55,1.9,11.65,-,-,-,-,1.76,-,31.25,-,65.1,-
1084,臺中市,2015/06/19,大里,2.2,0.26,413.6,23.2,-,35,-,11.69,2.28,9.41,-,-,-,-,2.11,-,30.04,-,66.67,-
1085,臺中市,2015/06/19,大里,-,-,-,-,-,-,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1086,臺中市,2015/06/18,大里,3.2,0.3,413.02,19.3,-,45,-,13.9,3.03,10.87,-,-,-,-,2.38,-,30.23,-,63.76,-
1087,臺中市,2015/06/18,大里,-,-,-,-,-,-,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1088,臺中市,2015/06/17,大里,3.3,0.27,410.4,20.8,-,39,-,12.33,3.41,8.92,-,-,-,-,2.53,-,31.01,-,65.51,-
1089,臺中市,2015/06/17,大里,-,-,-,-,-,-,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1090,臺中市,2015/06/16,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1091,臺中市,2015/06/16,大里,2.5,0.27,418.08,18.1,-,28,-,12.39,3.1,9.29,-,-,-,-,2.23,-,30.74,-,66.51,-
1092,臺中市,2015/06/15,大里,3.1,0.27,422.2,15.6,-,41,-,12.67,3.66,9.01,-,-,-,-,2.03,-,27.4,-,70.0,-
1093,臺中市,2015/06/15,大里,-,-,-,-,-,-,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1094,臺中市,2015/06/14,大里,2.2,0.22,417.74,18.5,-,16,-,9.98,2.39,7.58,-,-,-,-,2.23,-,26.69,-,68.75,-
1095,臺中市,2015/06/14,大里,-,-,-,-,-,-,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1096,臺中市,2015/06/13,大里,3.0,0.23,418.7,20.4,-,28,-,11.94,3.07,8.87,-,-,-,-,2.21,-,26.96,-,68.44,-
1097,臺中市,2015/06/13,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1098,臺中市,2015/06/12,大里,3.0,0.23,414.41,19.4,-,26,-,13.15,3.19,9.96,-,-,-,-,2.18,-,28.02,-,68.1,-
1099,臺中市,2015/06/12,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1100,臺中市,2015/06/11,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1101,臺中市,2015/06/11,大里,2.5,0.26,413.55,18.9,-,24,-,12.03,3.09,8.94,-,-,-,-,2.23,-,27.91,-,65.32,-
1102,臺中市,2015/06/10,大里,2.5,0.25,417.11,23.8,-,24,-,11.75,2.83,8.92,-,-,-,-,2.41,-,29.29,-,65.43,-
1103,臺中市,2015/06/10,大里,-,-,-,-,-,-,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1104,臺中市,2015/06/09,大里,2.2,0.28,425.35,20.9,-,27,-,12.51,2.6,9.92,-,-,-,-,2.09,-,28.67,-,66.05,-
1105,臺中市,2015/06/09,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1106,臺中市,2015/06/08,大里,2.8,0.29,425.23,20.4,-,24,-,13.53,2.59,10.94,-,-,-,-,1.97,-,27.15,-,66.96,-
1107,臺中市,2015/06/08,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1108,臺中市,2015/06/07,大里,-,-,-,-,-,-,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1109,臺中市,2015/06/07,大里,1.7,0.26,429.52,18.8,-,29,-,12.05,3.01,9.04,-,-,-,-,1.86,-,26.03,-,73.39,-
1110,臺中市,2015/06/06,大里,-,-,-,-,-,-,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1111,臺中市,2015/06/06,大里,2.6,0.35,429.21,12.0,-,23,-,19.24,7.02,12.22,-,-,-,-,1.47,-,25.41,-,77.62,-
1112,臺中市,2015/06/05,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1113,臺中市,2015/06/05,大里,2.2,0.26,417.51,17.2,-,28,-,13.58,3.2,10.39,-,-,-,-,2.18,-,27.8,-,70.32,-
1114,臺中市,2015/06/04,大里,2.8,0.29,429.85,20.0,-,20,-,13.04,2.82,10.22,-,-,-,-,1.84,-,28.74,-,70.05,-
1115,臺中市,2015/06/04,大里,-,-,-,-,-,-,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1116,臺中市,2015/06/03,大里,-,-,-,-,-,-,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1117,臺中市,2015/06/03,大里,2.8,0.31,424.04,17.8,-,23,-,13.33,3.43,9.9,-,-,-,-,1.97,-,29.22,-,67.75,-
1118,臺中市,2015/06/02,大里,1.7,0.33,423.92,19.9,-,26,-,15.46,4.79,10.67,-,-,-,-,1.98,-,28.57,-,68.05,-
1119,臺中市,2015/06/02,大里,-,-,-,-,-,-,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1120,臺中市,2015/06/01,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1121,臺中市,2015/06/01,大里,4.4,0.51,428.24,16.7,-,28,-,20.12,6.0,14.12,-,-,-,-,1.44,-,27.51,-,76.31,-
1122,臺中市,2015/05/31,大里,1.7,0.27,414.26,21.6,-,18,-,15.82,3.68,12.14,-,-,-,-,1.67,-,25.39,-,82.12,-
1123,臺中市,2015/05/31,大里,-,-,-,-,-,-,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1124,臺中市,2015/05/30,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1125,臺中市,2015/05/30,大里,2.1,0.22,400.36,22.8,-,32,-,10.78,3.4,7.38,-,-,-,-,2.66,-,28.53,-,72.09,-
1126,臺中市,2015/05/29,大里,2.2,0.26,407.77,19.9,-,28,-,11.95,3.59,8.36,-,-,-,-,2.46,-,27.91,-,72.23,-
1127,臺中市,2015/05/29,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1128,臺中市,2015/05/28,大里,2.8,0.38,418.29,12.6,-,19,-,18.14,5.77,12.37,-,-,-,-,1.87,-,25.64,-,78.53,-
1129,臺中市,2015/05/28,大里,-,-,-,-,-,-,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1130,臺中市,2015/05/27,大里,4.2,0.48,424.58,11.9,-,13,-,25.32,9.2,16.12,-,-,-,-,1.28,-,25.04,-,81.06,-
1131,臺中市,2015/05/27,大里,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1132,臺中市,2015/05/26,大里,-,-,-,-,-,-,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1133,臺中市,2015/05/26,大里,1.7,0.55,442.65,14.4,-,45,-,25.12,5.06,20.06,-,-,-,-,1.33,-,27.17,-,83.85,-
1134,臺中市,2015/05/25,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1135,臺中市,2015/05/25,大里,4.5,0.7,434.89,17.6,-,29,-,28.31,4.56,23.75,-,-,-,-,0.96,-,29.68,-,82.49,-
1136,臺中市,2015/05/24,大里,1.5,0.28,408.67,20.9,-,10,-,14.2,2.14,12.06,-,-,-,-,1.67,-,27.49,-,86.17,-
1137,臺中市,2015/05/24,大里,-,-,-,-,-,-,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1138,臺中市,2015/05/23,大里,1.5,0.33,414.39,22.3,-,18,-,14.97,2.97,12.0,-,-,-,-,1.41,-,27.12,-,84.32,-
1139,臺中市,2015/05/23,大里,-,-,-,-,-,-,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1140,臺中市,2015/05/22,大里,2.0,0.55,430.36,21.8,-,24,-,27.95,5.97,21.98,-,-,-,-,1.5,-,26.23,-,81.32,-
1141,臺中市,2015/05/22,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1142,臺中市,2015/05/21,大里,4.5,0.67,442.37,9.8,-,24,-,34.53,8.69,25.84,-,-,-,-,1.21,-,22.19,-,81.78,-
1143,臺中市,2015/05/21,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1144,臺中市,2015/05/20,大里,3.6,0.38,423.42,8.7,-,25,-,24.97,7.16,17.81,-,-,-,-,1.65,-,22.92,-,79.51,-
1145,臺中市,2015/05/20,大里,-,-,-,-,-,-,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1146,臺中市,2015/05/19,大里,2.4,0.29,411.67,19.1,-,30,-,14.13,2.65,11.48,-,-,-,-,2.24,-,28.92,-,64.38,-
1147,臺中市,2015/05/19,大里,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1148,臺中市,2015/05/18,大里,-,-,-,-,-,-,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1149,臺中市,2015/05/18,大里,3.0,0.32,421.45,-,-,37,-,15.07,3.41,11.67,-,-,-,-,2.42,-,31.8,-,62.37,-
1150,臺中市,2015/05/17,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1151,臺中市,2015/05/17,大里,2.1,0.22,420.49,-,-,31,-,11.84,3.21,8.63,-,-,-,-,2.0,-,32.4,-,67.13,-
1152,臺中市,2015/05/16,大里,2.4,0.27,423.56,-,-,32,-,13.52,2.72,10.8,-,-,-,-,2.12,-,32.78,-,66.84,-
1153,臺中市,2015/05/16,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1154,臺中市,2015/05/15,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1155,臺中市,2015/05/15,大里,2.1,0.28,421.25,23.0,-,38,-,13.85,3.36,10.48,-,-,-,-,2.2,-,31.94,-,69.47,-
1156,臺中市,2015/05/14,大里,-,-,-,-,-,-,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1157,臺中市,2015/05/14,大里,3.2,0.21,430.98,20.0,-,44,-,15.74,3.26,12.48,-,-,-,-,2.1,-,31.06,-,71.55,-
1158,臺中市,2015/05/13,大里,-,-,-,-,-,-,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1159,臺中市,2015/05/13,大里,3.8,0.56,444.44,48.5,-,86,-,23.39,2.53,20.87,-,-,-,-,1.87,-,28.88,-,70.37,-
1160,臺中市,2015/05/12,大里,-,-,-,-,-,-,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1161,臺中市,2015/05/12,大里,3.2,0.54,422.21,33.7,-,46,-,22.71,2.82,19.89,-,-,-,-,1.91,-,27.56,-,72.29,-
1162,臺中市,2015/05/11,大里,4.2,0.53,426.61,22.1,-,68,-,25.07,3.5,21.57,-,-,-,-,1.68,-,30.62,-,68.84,-
1163,臺中市,2015/05/11,大里,-,-,-,-,-,-,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1164,臺中市,2015/05/10,大里,2.5,0.38,423.26,29.2,-,44,-,17.37,2.84,14.53,-,-,-,-,1.89,-,32.32,-,69.91,-
1165,臺中市,2015/05/10,大里,-,-,-,-,-,-,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1166,臺中市,2015/05/09,大里,2.7,0.31,417.73,19.5,-,39,-,14.48,2.98,11.5,-,-,-,-,2.15,-,32.99,-,67.43,-
1167,臺中市,2015/05/09,大里,-,-,-,-,-,-,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1168,臺中市,2015/05/08,大里,-,-,-,-,-,-,45.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1169,臺中市,2015/05/08,大里,4.0,0.44,427.45,28.4,-,78,-,18.96,3.01,15.95,-,-,-,-,2.06,-,32.33,-,70.79,-
1170,臺中市,2015/05/07,大里,3.5,0.44,425.95,28.8,-,67,-,18.7,2.39,16.32,-,-,-,-,1.78,-,30.47,-,70.66,-
1171,臺中市,2015/05/07,大里,-,-,-,-,-,-,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1172,臺中市,2015/05/06,大里,-,-,-,-,-,-,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1173,臺中市,2015/05/06,大里,3.6,0.51,436.07,33.1,-,66,-,23.3,4.25,19.05,-,-,-,-,1.76,-,26.7,-,73.93,-
1174,臺中市,2015/05/05,大里,-,-,-,-,-,-,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1175,臺中市,2015/05/05,大里,3.2,0.64,444.27,15.8,-,53,-,35.44,7.18,28.27,-,-,-,-,1.48,-,23.75,-,81.68,-
1176,臺中市,2015/05/04,大里,4.2,0.39,421.75,20.5,-,36,-,19.34,2.89,16.45,-,-,-,-,1.56,-,30.34,-,75.58,-
1177,臺中市,2015/05/04,大里,-,-,-,-,-,-,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1178,臺中市,2015/05/03,大里,3.2,0.28,413.08,19.7,-,41,-,11.58,3.06,8.52,-,-,-,-,2.34,-,32.42,-,68.76,-
1179,臺中市,2015/05/03,大里,-,-,-,-,-,-,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1180,臺中市,2015/05/02,大里,2.6,0.36,426.59,31.4,-,61,-,12.12,1.89,10.23,-,-,-,-,2.32,-,31.51,-,68.51,-
1181,臺中市,2015/05/02,大里,-,-,-,-,-,-,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1182,臺中市,2015/05/01,大里,5.6,0.57,442.77,31.0,-,87,-,23.18,2.45,20.73,-,-,-,-,1.69,-,28.83,-,69.11,-
1183,臺中市,2015/05/01,大里,-,-,-,-,-,-,50.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1184,臺中市,2015/04/30,大里,-,-,-,-,-,-,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1185,臺中市,2015/04/30,大里,4.2,0.48,428.83,37.8,-,78,-,24.38,2.88,21.5,-,1.978,0.18,1.8,1.92,1.49,28.44,-,68.09,-
1186,臺中市,2015/04/29,大里,-,-,-,-,-,-,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1187,臺中市,2015/04/29,大里,3.4,0.31,424.94,24.6,-,47,-,17.08,3.62,13.47,-,1.865,0.14,1.73,2.31,2.09,26.43,-,71.23,-
1188,臺中市,2015/04/28,大里,4.7,0.4,434.01,27.8,-,54,-,17.39,2.57,14.82,-,1.965,0.19,1.78,1.99,1.78,26.92,-,67.0,-
1189,臺中市,2015/04/28,大里,-,-,-,-,-,-,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1190,臺中市,2015/04/27,大里,4.1,0.5,436.17,34.1,-,75,-,20.1,2.56,17.54,-,2.026,0.2,1.82,1.92,1.75,25.74,-,68.06,-
1191,臺中市,2015/04/27,大里,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1192,臺中市,2015/04/26,大里,-,-,-,-,-,-,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1193,臺中市,2015/04/26,大里,2.6,0.43,426.4,41.9,-,56,-,20.27,2.08,18.19,-,1.979,0.15,1.83,1.86,1.44,25.32,-,67.02,-
1194,臺中市,2015/04/25,大里,2.5,0.44,424.83,43.8,-,66,-,19.9,2.2,17.7,-,1.968,0.17,1.8,2.06,1.44,25.27,-,67.59,-
1195,臺中市,2015/04/25,大里,-,-,-,-,-,-,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1196,臺中市,2015/04/24,大里,1.8,0.41,418.33,48.2,-,75,-,16.89,1.36,15.52,-,1.902,0.15,1.75,2.13,1.35,25.06,-,73.43,-
1197,臺中市,2015/04/24,大里,-,-,-,-,-,-,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1198,臺中市,2015/04/23,大里,3.6,0.48,429.46,42.1,-,57,-,25.23,4.0,21.22,-,2.061,0.22,1.84,1.77,1.43,24.44,-,69.26,-
